# {
#     "command": "/media/storage/home/mariokeller/applications/MAJIQv2.3_Oct_2022/bin/voila modulize --changing-between-group-dpsi 0.02 --non-changing-between-group-dpsi 0.02 --changing-between-group-dpsi-secondary 0.01 --probability-changing-threshold 0.9 --probability-non-changing-threshold 0.5 --show-all -j 6 -d /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/modulise/SFPQ_K562_Control-SFPQ_K562_shRNA /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/build/splicegraph.sql /media/storage/home/mklostermann/spezialisierung_wise22/lisa_SFPQ/dpsi/SFPQ_K562_Control-SFPQ_K562_shRNA.deltapsi.voila",
#     "dpsi_changing_threshold": 0.02,
#     "dpsi_nonchanging_threshold": 0.5,
#     "dpsi_probability_changing_threshold": 0.9,
#     "voila_version": "2.4.dev3+g85d07819"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_size	event_non_changing	event_changing	junction_changing	SFPQ_K562_Control_median_psi	SFPQ_K562_shRNA_median_psi	SFPQ_K562_shRNA-SFPQ_K562_Control_median_dpsi	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_changing	SFPQ_K562_shRNA-SFPQ_K562_Control_probability_non_changing
ENSG00000182196.14_2	ENSG00000182196.14	ARL6IP4	chr12	+	ENSG00000182196.14:s:122981129-122981299	ENSG00000182196.14_2_A3_1	True	False	122981129-122981299	E2	122981571-122981879	Proximal	122981299-122981571	24	False	False	False	0.072	0.136	0.051	0.825	0.043
ENSG00000182196.14_2	ENSG00000182196.14	ARL6IP4	chr12	+	ENSG00000182196.14:s:122981129-122981299	ENSG00000182196.14_2_A3_1	True	False	122981129-122981299	E2	122981571-122981879	Distal	122981299-122981595	24	False	False	False	0.468	0.511	0.036	0.599	0.116
ENSG00000182196.14_2	ENSG00000182196.14	ARL6IP4	chr12	+	ENSG00000182196.14:s:122981129-122981299	ENSG00000182196.14_2_A3_2	True	False	122981129-122981299	E2	122981571-122981879	Proximal	122981299-122981571	85	False	False	False	0.072	0.136	0.051	0.825	0.043
ENSG00000182196.14_2	ENSG00000182196.14	ARL6IP4	chr12	+	ENSG00000182196.14:s:122981129-122981299	ENSG00000182196.14_2_A3_2	True	False	122981129-122981299	E2	122981571-122981879	Distal	122981299-122981656	85	False	False	False	0.105	0.041	-0.052	0.774	0.055
ENSG00000182196.14_2	ENSG00000182196.14	ARL6IP4	chr12	+	ENSG00000182196.14:s:122981129-122981299	ENSG00000182196.14_2_A3_3	True	False	122981129-122981299	E2	122981595-122981879	Proximal	122981299-122981595	61	False	False	False	0.468	0.511	0.036	0.599	0.116
ENSG00000182196.14_2	ENSG00000182196.14	ARL6IP4	chr12	+	ENSG00000182196.14:s:122981129-122981299	ENSG00000182196.14_2_A3_3	True	False	122981129-122981299	E2	122981595-122981879	Distal	122981299-122981656	61	False	False	False	0.105	0.041	-0.052	0.774	0.055
ENSG00000137207.12_1	ENSG00000137207.12	YIPF3	chr6	-	ENSG00000137207.12:t:43515889-43516391	ENSG00000137207.12_1_A3_1	False	False	43516727-43516187	E1	43516727-43516187	Proximal	43516187-43516727	92	False	False	False	0.15	0.128	-0.014	0.489	0.233
ENSG00000137207.12_1	ENSG00000137207.12	YIPF3	chr6	-	ENSG00000137207.12:t:43515889-43516391	ENSG00000137207.12_1_A3_1	False	False	43516727-43516187	E1	43516727-43516187	Distal	43516095-43516727	92	False	False	False	0.795	0.845	0.026	0.573	0.154
ENSG00000051825.15_1	ENSG00000051825.15	MPHOSPH9	chr12	-	ENSG00000051825.15:s:123230037-123230522	ENSG00000051825.15_1_A3_1	True	False	123230261-123230522	E2	123227463-123227616	Proximal	123227616-123230261	44	False	False	False	0.48	0.604	0.081	0.738	0.037
ENSG00000051825.15_1	ENSG00000051825.15	MPHOSPH9	chr12	-	ENSG00000051825.15:s:123230037-123230522	ENSG00000051825.15_1_A3_1	True	False	123230261-123230522	E2	123227463-123227616	Distal	123227572-123230261	44	False	False	False	0.272	0.195	-0.057	0.677	0.06
ENSG00000051825.15_5	ENSG00000051825.15	MPHOSPH9	chr12	-	ENSG00000051825.15:s:123162773-123163036	ENSG00000051825.15_5_A3_1	True	False	123163014-123163036	E2	123162115-123162218	Proximal	123162218-123163014	26	False	False	False	0.823	0.872	0.026	0.562	0.163
ENSG00000051825.15_5	ENSG00000051825.15	MPHOSPH9	chr12	-	ENSG00000051825.15:s:123162773-123163036	ENSG00000051825.15_5_A3_1	True	False	123163014-123163036	E2	123162115-123162218	Distal	123162192-123163014	26	False	False	False	0.097	0.08	-0.007	0.426	0.319
ENSG00000170734.12_2	ENSG00000170734.12	POLH	chr6	+	ENSG00000170734.12:s:43610554-43610723	ENSG00000170734.12_2_A3_1	False	False	43610554-43610723	E2	43613660-43620523	Proximal	43610723-43613660	71	False	False	False	0.942	0.983	0.018	0.486	0.249
ENSG00000170734.12_2	ENSG00000170734.12	POLH	chr6	+	ENSG00000170734.12:s:43610554-43610723	ENSG00000170734.12_2_A3_1	False	False	43610554-43610723	E2	43613660-43620523	Distal	43610723-43613731	71	False	False	False	0.058	0.017	-0.018	0.486	0.249
ENSG00000139697.14_1	ENSG00000139697.14	SBNO1	chr12	-	ENSG00000139697.14:s:123348029-123348133	ENSG00000139697.14_1_A3_1	False	False	123348029-123348133	E2	123345258-123345570	Proximal	123345570-123348029	3	False	False	False	0.495	0.513	0.002	0.541	0.163
ENSG00000139697.14_1	ENSG00000139697.14	SBNO1	chr12	-	ENSG00000139697.14:s:123348029-123348133	ENSG00000139697.14_1_A3_1	False	False	123348029-123348133	E2	123345258-123345570	Distal	123345567-123348029	3	False	False	False	0.505	0.487	-0.002	0.541	0.163
ENSG00000013306.16_1	ENSG00000013306.16	SLC25A39	chr17	-	ENSG00000013306.16:s:44324299-44324870	ENSG00000013306.16_1_A3_1	False	False	44324711-44324870	E2	44323478-44323590	Proximal	44323590-44324711	13	False	False	False	0.054	0.026	-0.02	0.516	0.229
ENSG00000013306.16_1	ENSG00000013306.16	SLC25A39	chr17	-	ENSG00000013306.16:s:44324299-44324870	ENSG00000013306.16_1_A3_1	False	False	44324711-44324870	E2	44323478-44323590	Distal	44323577-44324711	13	False	False	False	0.912	0.948	0.022	0.513	0.211
ENSG00000013306.16_2	ENSG00000013306.16	SLC25A39	chr17	-	ENSG00000013306.16:t:44322473-44322552	ENSG00000013306.16_2_A3_1	False	False	44322808-44322552	E1	44322808-44322552	Proximal	44322552-44322808	24	False	False	False	0.159	0.193	0.02	0.573	0.192
ENSG00000013306.16_2	ENSG00000013306.16	SLC25A39	chr17	-	ENSG00000013306.16:t:44322473-44322552	ENSG00000013306.16_2_A3_1	False	False	44322808-44322552	E1	44322808-44322552	Distal	44322528-44322808	24	False	False	False	0.768	0.751	-0.01	0.581	0.197
ENSG00000013306.16_3	ENSG00000013306.16	SLC25A39	chr17	-	ENSG00000013306.16:t:44320622-44320749	ENSG00000013306.16_3_A3_1	False	False	44321058-44320749	E1	44321058-44320749	Proximal	44320749-44321058	18	False	False	False	0.06	0.054	-0.007	0.431	0.325
ENSG00000013306.16_3	ENSG00000013306.16	SLC25A39	chr17	-	ENSG00000013306.16:t:44320622-44320749	ENSG00000013306.16_3_A3_1	False	False	44321058-44320749	E1	44321058-44320749	Distal	44320731-44321058	18	False	False	False	0.939	0.946	0.007	0.428	0.329
ENSG00000111364.16_3	ENSG00000111364.16	DDX55	chr12	+	ENSG00000111364.16:s:123608680-123608829	ENSG00000111364.16_3_A3_1	False	False	123608680-123608829	E2	123609939-123610128	Proximal	123608829-123609939	64	False	False	False	0.854	0.92	0.047	0.689	0.079
ENSG00000111364.16_3	ENSG00000111364.16	DDX55	chr12	+	ENSG00000111364.16:s:123608680-123608829	ENSG00000111364.16_3_A3_1	False	False	123608680-123608829	E2	123609939-123610128	Distal	123608829-123610003	64	False	False	False	0.146	0.08	-0.047	0.689	0.079
ENSG00000111364.16_4	ENSG00000111364.16	DDX55	chr12	+	ENSG00000111364.16:s:123617758-123617872	ENSG00000111364.16_4_A3_1	False	True	123617758-123617872	E2	123618597-123618837	Proximal	123617872-123618597	72	False	False	False	0.124	0.103	-0.009	0.523	0.186
ENSG00000111364.16_4	ENSG00000111364.16	DDX55	chr12	+	ENSG00000111364.16:s:123617758-123617872	ENSG00000111364.16_4_A3_1	False	False	123617758-123617872	E2	123618597-123618837	Distal	123617872-123618669	72	False	False	False	0.872	0.851	-0.017	0.545	0.159
ENSG00000111364.16_5	ENSG00000111364.16	DDX55	chr12	+	ENSG00000111364.16:t:123619432-123619724	ENSG00000111364.16_5_A3_1	False	False	123619432-123619724	E1	123618597-123618837	Proximal	123618837-123619432	16	False	False	False	0.69	0.713	0.015	0.604	0.117
ENSG00000111364.16_5	ENSG00000111364.16	DDX55	chr12	+	ENSG00000111364.16:t:123619432-123619724	ENSG00000111364.16_5_A3_1	False	False	123619432-123619724	E1	123618597-123618837	Distal	123618837-123619448	16	False	False	False	0.304	0.252	-0.032	0.644	0.094
ENSG00000137216.19_2	ENSG00000137216.19	TMEM63B	chr6	+	ENSG00000137216.19:s:44134420-44134743	ENSG00000137216.19_2_A3_1	False	True	44134420-44134743	E2	44134846-44135096	Proximal	44134743-44134846	171	False	False	False	0.114	0.104	0.003	0.506	0.204
ENSG00000137216.19_2	ENSG00000137216.19	TMEM63B	chr6	+	ENSG00000137216.19:s:44134420-44134743	ENSG00000137216.19_2_A3_1	False	False	44134420-44134743	E2	44134846-44135096	Distal	44134743-44135017	171	False	False	False	0.882	0.892	-0.002	0.507	0.203
ENSG00000172889.16_1	ENSG00000172889.16	EGFL7	chr9	+	ENSG00000172889.16:s:136662916-136663108	ENSG00000172889.16_1_A3_1	True	False	136662916-136663108	E2	136664692-136664785	Proximal	136663108-136664692	3	False	False	False	0.816	0.813	-0.001	0.57	0.135
ENSG00000172889.16_1	ENSG00000172889.16	EGFL7	chr9	+	ENSG00000172889.16:s:136662916-136663108	ENSG00000172889.16_1_A3_1	True	True	136662916-136663108	E2	136664692-136664785	Distal	136663108-136664695	3	False	False	False	0.109	0.151	0.023	0.574	0.135
ENSG00000112759.19_1	ENSG00000112759.19	SLC29A1	chr6	+	ENSG00000112759.19:s:44219553-44219782	ENSG00000112759.19_1_A3_1	True	False	44219553-44219782	E2	44227260-44227342	Proximal	44219782-44227260	3	False	False	False	0.058	0.043	-0.01	0.461	0.286
ENSG00000112759.19_1	ENSG00000112759.19	SLC29A1	chr6	+	ENSG00000112759.19:s:44219553-44219782	ENSG00000112759.19_1_A3_1	True	False	44219553-44219782	E2	44227260-44227342	Distal	44219782-44227263	3	False	False	False	0.816	0.851	0.026	0.562	0.157
ENSG00000112759.19_1	ENSG00000112759.19	SLC29A1	chr6	+	ENSG00000112759.19:s:44223559-44223641	ENSG00000112759.19_1_A3_2	True	True	44223559-44223641	E2	44227260-44227342	Proximal	44223641-44227260	3	False	False	False	0.093	0.078	-0.008	0.39	0.367
ENSG00000112759.19_1	ENSG00000112759.19	SLC29A1	chr6	+	ENSG00000112759.19:s:44223559-44223641	ENSG00000112759.19_1_A3_2	True	False	44223559-44223641	E2	44227260-44227342	Distal	44223641-44227263	3	False	False	False	0.714	0.662	-0.037	0.624	0.11
ENSG00000112759.19_1	ENSG00000112759.19	SLC29A1	chr6	+	ENSG00000112759.19:t:44227139-44227342	ENSG00000112759.19_1_A3_3	True	False	44227260-44227342	E1	44225697-44226167	Proximal	44226167-44227260	3	False	False	False	0.12	0.106	-0.006	0.367	0.417
ENSG00000112759.19_1	ENSG00000112759.19	SLC29A1	chr6	+	ENSG00000112759.19:t:44227139-44227342	ENSG00000112759.19_1_A3_3	True	False	44227260-44227342	E1	44225697-44226167	Distal	44226167-44227263	3	False	False	False	0.283	0.261	-0.016	0.505	0.215
ENSG00000179195.16_2	ENSG00000179195.16	ZNF664	chr12	+	ENSG00000179195.16:s:123973886-123974553	ENSG00000179195.16_2_A3_1	True	False	123973886-123974020	E2	123988043-123988138	Proximal	123974020-123988043	3	False	False	False	0.488	0.554	0.046	0.653	0.08
ENSG00000179195.16_2	ENSG00000179195.16	ZNF664	chr12	+	ENSG00000179195.16:s:123973886-123974553	ENSG00000179195.16_2_A3_1	True	False	123973886-123974020	E2	123988043-123988138	Distal	123974020-123988046	3	False	False	False	0.251	0.228	-0.01	0.519	0.193
ENSG00000196498.14_2	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124430610-124430787	ENSG00000196498.14_2_A3_1	False	False	124430615-124430787	E2	124429395-124429706	Proximal	124429706-124430615	3	False	False	False	0.838	0.927	0.051	0.671	0.069
ENSG00000196498.14_2	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124430610-124430787	ENSG00000196498.14_2_A3_1	False	False	124430615-124430787	E2	124429395-124429706	Distal	124429703-124430615	3	False	False	False	0.162	0.073	-0.051	0.671	0.069
ENSG00000196498.14_3	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124419957-124420055	ENSG00000196498.14_3_A3_1	False	False	124419957-124420055	E2	124402404-124402561	Proximal	124402561-124419957	3	False	False	False	0.879	0.891	0.006	0.519	0.192
ENSG00000196498.14_3	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124419957-124420055	ENSG00000196498.14_3_A3_1	False	True	124419957-124420055	E2	124402404-124402561	Distal	124402558-124419957	3	False	False	False	0.121	0.109	-0.006	0.519	0.192
ENSG00000196498.14_5	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124363679-124363799	ENSG00000196498.14_5_A3_1	False	False	124363679-124363799	E2	124362126-124362297	Proximal	124362297-124363679	3	False	False	False	0.494	0.455	-0.024	0.612	0.102
ENSG00000196498.14_5	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124363679-124363799	ENSG00000196498.14_5_A3_1	False	True	124363679-124363799	E2	124362126-124362297	Distal	124362294-124363679	3	False	False	False	0.506	0.545	0.024	0.612	0.102
ENSG00000196498.14_6	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124362126-124362297	ENSG00000196498.14_6_A3_1	True	False	124362126-124362297	E2	124356642-124356806	Proximal	124356806-124362126	3	False	False	False	0.593	0.564	-0.016	0.638	0.109
ENSG00000196498.14_6	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124362126-124362297	ENSG00000196498.14_6_A3_1	True	True	124362126-124362297	E2	124356642-124356806	Distal	124356803-124362126	3	False	False	False	0.351	0.377	0.018	0.621	0.126
ENSG00000196498.14_9	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124333130-124333279	ENSG00000196498.14_9_A3_1	False	False	124333130-124333279	E2	124332319-124332467	Proximal	124332467-124333130	3	False	False	False	0.785	0.803	0.012	0.475	0.243
ENSG00000196498.14_9	ENSG00000196498.14	NCOR2	chr12	-	ENSG00000196498.14:s:124333130-124333279	ENSG00000196498.14_9_A3_1	False	False	124333130-124333279	E2	124332319-124332467	Distal	124332464-124333130	3	False	False	False	0.215	0.197	-0.012	0.475	0.243
ENSG00000244187.8_1	ENSG00000244187.8	TMEM141	chr9	+	ENSG00000244187.8:s:136791344-136791424	ENSG00000244187.8_1_A3_1	True	False	136791344-136791424	E2	136791626-136791777	Proximal	136791424-136791626	85	False	False	False	0.263	0.325	0.04	0.657	0.09
ENSG00000244187.8_1	ENSG00000244187.8	TMEM141	chr9	+	ENSG00000244187.8:s:136791344-136791424	ENSG00000244187.8_1_A3_1	True	False	136791344-136791424	E2	136791626-136791777	Distal	136791424-136791711	85	False	False	True	0.356	0.52	0.136	0.907	0.009
ENSG00000161692.18_3	ENSG00000161692.18	DBF4B	chr17	+	ENSG00000161692.18:s:44738379-44738424	ENSG00000161692.18_3_A3_1	True	False	44738379-44738424	E2	44741336-44741452	Proximal	44738424-44741336	65	False	True	True	0.345	0.532	0.18	0.985	0.001
ENSG00000161692.18_3	ENSG00000161692.18	DBF4B	chr17	+	ENSG00000161692.18:s:44738379-44738424	ENSG00000161692.18_3_A3_1	True	True	44738379-44738424	E2	44741336-44741452	Distal	44738424-44741401	65	False	True	True	0.6	0.404	-0.188	0.995	0.0
ENSG00000235335.3_1	ENSG00000235335.3	B3GALT1-AS1	chr2	-	ENSG00000235335.3:s:167941109-167941180	ENSG00000235335.3_1_A3_1	True	False	167941109-167941180	E2	167939243-167939326	Proximal	167939326-167941109	29	False	False	True	0.247	0.393	0.135	0.942	0.007
ENSG00000235335.3_1	ENSG00000235335.3	B3GALT1-AS1	chr2	-	ENSG00000235335.3:s:167941109-167941180	ENSG00000235335.3_1_A3_1	True	False	167941109-167941180	E2	167939243-167939326	Distal	167939297-167941109	29	False	False	False	0.085	0.048	-0.021	0.546	0.232
ENSG00000235335.3_2	ENSG00000235335.3	B3GALT1-AS1	chr2	-	ENSG00000235335.3:s:167831772-167831822	ENSG00000235335.3_2_A3_1	True	True	167831772-167831822	E2	167830062-167830372	Proximal	167830372-167831772	80	False	False	False	0.628	0.584	-0.022	0.575	0.13
ENSG00000235335.3_2	ENSG00000235335.3	B3GALT1-AS1	chr2	-	ENSG00000235335.3:s:167831772-167831822	ENSG00000235335.3_2_A3_1	True	True	167831772-167831822	E2	167830062-167830372	Distal	167830292-167831772	80	False	False	False	0.2	0.35	0.106	0.829	0.021
ENSG00000031691.7_1	ENSG00000031691.7	CENPQ	chr6	+	ENSG00000031691.7:s:49463370-49463453	ENSG00000031691.7_1_A3_1	True	True	49463370-49463453	E2	49470140-49470278	Proximal	49463453-49470140	19	False	False	False	0.166	0.255	0.056	0.689	0.06
ENSG00000031691.7_1	ENSG00000031691.7	CENPQ	chr6	+	ENSG00000031691.7:s:49463370-49463453	ENSG00000031691.7_1_A3_1	True	False	49463370-49463453	E2	49470140-49470278	Distal	49463453-49470159	19	False	False	False	0.742	0.554	-0.13	0.834	0.014
ENSG00000196642.19_7	ENSG00000196642.19	RABL6	chr9	+	ENSG00000196642.19:t:136839222-136839486	ENSG00000196642.19_7_A3_1	False	False	136839222-136839486	E1	136838909-136839121	Proximal	136839121-136839222	92	False	True	True	0.846	0.955	0.105	0.983	0.002
ENSG00000196642.19_7	ENSG00000196642.19	RABL6	chr9	+	ENSG00000196642.19:t:136839222-136839486	ENSG00000196642.19_7_A3_1	False	False	136839222-136839486	E1	136838909-136839121	Distal	136839121-136839314	92	False	True	True	0.153	0.045	-0.105	0.982	0.002
ENSG00000186185.14_4	ENSG00000186185.14	KIF18B	chr17	-	ENSG00000186185.14:s:44928819-44929024	ENSG00000186185.14_4_A3_1	False	False	44928819-44929024	E2	44928026-44928578	Proximal	44928578-44928819	27	False	False	False	0.855	0.853	0.0	0.424	0.317
ENSG00000186185.14_4	ENSG00000186185.14	KIF18B	chr17	-	ENSG00000186185.14:s:44928819-44929024	ENSG00000186185.14_4_A3_1	False	True	44928819-44929024	E2	44928026-44928578	Distal	44928551-44928819	27	False	False	False	0.145	0.147	-0.0	0.424	0.317
ENSG00000079393.21_1	ENSG00000079393.21	DUSP13	chr10	-	ENSG00000079393.21:s:75109009-75109221	ENSG00000079393.21_1_A3_1	True	False	75109009-75109221	E2	75107992-75108283	Proximal	75108283-75109009	74	False	False	False	0.084	0.05	-0.015	0.523	0.191
ENSG00000079393.21_1	ENSG00000079393.21	DUSP13	chr10	-	ENSG00000079393.21:s:75109009-75109221	ENSG00000079393.21_1_A3_1	True	False	75109009-75109221	E2	75107992-75108283	Distal	75108209-75109009	74	False	False	False	0.244	0.405	0.116	0.808	0.019
ENSG00000116497.18_2	ENSG00000116497.18	S100PBP	chr1	+	ENSG00000116497.18:s:32826098-32826930	ENSG00000116497.18_2_A3_1	False	False	32826098-32826930	E2	32827993-32828081	Proximal	32826930-32827993	3	False	False	False	0.63	0.645	0.006	0.576	0.127
ENSG00000116497.18_2	ENSG00000116497.18	S100PBP	chr1	+	ENSG00000116497.18:s:32826098-32826930	ENSG00000116497.18_2_A3_1	False	False	32826098-32826930	E2	32827993-32828081	Distal	32826930-32827996	3	False	False	False	0.37	0.355	-0.006	0.576	0.127
ENSG00000130396.22_1	ENSG00000130396.22	AFDN	chr6	+	ENSG00000130396.22:s:167864551-167864746	ENSG00000130396.22_1_A3_1	False	False	167864551-167864746	E2	167870383-167870498	Proximal	167864746-167870383	3	False	False	False	0.505	0.591	0.052	0.68	0.068
ENSG00000130396.22_1	ENSG00000130396.22	AFDN	chr6	+	ENSG00000130396.22:s:167864551-167864746	ENSG00000130396.22_1_A3_1	False	False	167864551-167864746	E2	167870383-167870498	Distal	167864746-167870386	3	False	False	False	0.495	0.409	-0.052	0.68	0.068
ENSG00000130396.22_2	ENSG00000130396.22	AFDN	chr6	+	ENSG00000130396.22:s:167870383-167870498	ENSG00000130396.22_2_A3_1	True	False	167870383-167870498	E2	167872214-167872377	Proximal	167870498-167872214	3	False	False	False	0.572	0.525	-0.039	0.644	0.097
ENSG00000130396.22_2	ENSG00000130396.22	AFDN	chr6	+	ENSG00000130396.22:s:167870383-167870498	ENSG00000130396.22_2_A3_1	True	False	167870383-167870498	E2	167872214-167872377	Distal	167870498-167872217	3	False	False	False	0.389	0.435	0.04	0.634	0.1
ENSG00000130396.22_5	ENSG00000130396.22	AFDN	chr6	+	ENSG00000130396.22:s:167951904-167952262	ENSG00000130396.22_5_A3_1	False	False	167951904-167952187	E2	167962433-167965029	Proximal	167952187-167962433	6	False	False	False	0.599	0.514	-0.073	0.836	0.029
ENSG00000130396.22_5	ENSG00000130396.22	AFDN	chr6	+	ENSG00000130396.22:s:167951904-167952262	ENSG00000130396.22_5_A3_1	False	False	167951904-167952187	E2	167962433-167965029	Distal	167952187-167962439	6	False	False	False	0.4	0.485	0.073	0.834	0.03
ENSG00000100722.20_4	ENSG00000100722.20	ZC3H14	chr14	+	ENSG00000100722.20:s:88608422-88609403	ENSG00000100722.20_4_A3_1	False	False	88609267-88609403	E2	88609712-88609803	Proximal	88609403-88609712	3	False	False	False	0.583	0.627	0.026	0.582	0.136
ENSG00000100722.20_4	ENSG00000100722.20	ZC3H14	chr14	+	ENSG00000100722.20:s:88608422-88609403	ENSG00000100722.20_4_A3_1	False	False	88609267-88609403	E2	88609712-88609803	Distal	88609403-88609715	3	False	False	False	0.397	0.371	-0.007	0.518	0.198
ENSG00000163930.10_1	ENSG00000163930.10	BAP1	chr3	-	ENSG00000163930.10:s:52406646-52406907	ENSG00000163930.10_1_A3_1	False	False	52406829-52406907	E2	52406253-52406376	Proximal	52406376-52406829	54	False	False	False	0.941	0.908	-0.014	0.536	0.176
ENSG00000163930.10_1	ENSG00000163930.10	BAP1	chr3	-	ENSG00000163930.10:s:52406646-52406907	ENSG00000163930.10_1_A3_1	False	False	52406829-52406907	E2	52406253-52406376	Distal	52406322-52406829	54	False	False	False	0.059	0.092	0.014	0.536	0.176
ENSG00000010322.16_1	ENSG00000010322.16	NISCH	chr3	+	ENSG00000010322.16:s:52478097-52478282	ENSG00000010322.16_1_A3_1	False	True	52478097-52478282	E2	52478373-52478583	Proximal	52478282-52478373	76	False	True	True	0.498	0.326	-0.171	0.933	0.005
ENSG00000010322.16_1	ENSG00000010322.16	NISCH	chr3	+	ENSG00000010322.16:s:52478097-52478282	ENSG00000010322.16_1_A3_1	False	False	52478097-52478282	E2	52478373-52478583	Distal	52478282-52478449	76	False	True	True	0.502	0.674	0.171	0.933	0.005
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169669521-169670693	ENSG00000184465.16_2_A3_1	True	False	169670569-169670693	E2	169667982-169668776	Proximal	169668776-169670569	591	False	False	False	0.05	0.034	-0.005	0.452	0.335
ENSG00000184465.16_2	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169669521-169670693	ENSG00000184465.16_2_A3_1	True	False	169670569-169670693	E2	169667982-169668776	Distal	169668185-169670569	591	False	False	False	0.119	0.212	0.066	0.753	0.049
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_1	True	False	169664166-169664286	E2	169663563-169663706	Proximal	169663706-169664166	57	False	False	False	0.043	0.078	0.023	0.564	0.174
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_1	True	False	169664166-169664286	E2	169663563-169663706	Distal	169663649-169664166	57	False	False	False	0.078	0.015	-0.042	0.757	0.072
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_2	True	True	169664166-169664286	E2	169663563-169663801	Proximal	169663801-169664166	152	False	False	False	0.396	0.403	0.004	0.534	0.176
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_2	True	False	169664166-169664286	E2	169663563-169663801	Distal	169663649-169664166	152	False	False	False	0.078	0.015	-0.042	0.757	0.072
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_3	True	True	169664166-169664286	E2	169663563-169663801	Proximal	169663801-169664166	95	False	False	False	0.396	0.403	0.004	0.534	0.176
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_3	True	False	169664166-169664286	E2	169663563-169663801	Distal	169663706-169664166	95	False	False	False	0.043	0.078	0.023	0.564	0.174
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_4	True	False	169664166-169664286	E2	169663563-169663878	Proximal	169663878-169664166	229	False	False	False	0.474	0.487	0.009	0.53	0.179
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_4	True	False	169664166-169664286	E2	169663563-169663878	Distal	169663649-169664166	229	False	False	False	0.078	0.015	-0.042	0.757	0.072
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_5	True	False	169664166-169664286	E2	169663563-169663878	Proximal	169663878-169664166	172	False	False	False	0.474	0.487	0.009	0.53	0.179
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_5	True	False	169664166-169664286	E2	169663563-169663878	Distal	169663706-169664166	172	False	False	False	0.043	0.078	0.023	0.564	0.174
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_6	True	False	169664166-169664286	E2	169663563-169663878	Proximal	169663878-169664166	77	False	False	False	0.474	0.487	0.009	0.53	0.179
ENSG00000184465.16_3	ENSG00000184465.16	WDR27	chr6	-	ENSG00000184465.16:s:169664166-169664632	ENSG00000184465.16_3_A3_6	True	True	169664166-169664286	E2	169663563-169663878	Distal	169663801-169664166	77	False	False	False	0.396	0.403	0.004	0.534	0.176
ENSG00000163939.18_2	ENSG00000163939.18	PBRM1	chr3	-	ENSG00000163939.18:t:52589070-52589255	ENSG00000163939.18_2_A3_1	False	False	52603521-52589255	E1	52603521-52589255	Proximal	52589255-52603521	3	False	False	False	0.931	0.941	0.004	0.453	0.241
